Country or Area,Central African Republic,Year,2014,Value,720.3234642228,Value Footnotes
Country or Area,Chad,Year,2014,Value,1677.09069926991,Value Footnotes
Country or Area,Chile,Year,2014,Value,22786.6556023986,Value Footnotes
Country or Area,China,Year,2014,Value,12549.7717426876,Value Footnotes
Country or Area,Colombia,Year,2014,Value,13306.9986681557,Value Footnotes
Country or Area,Comoros,Year,2014,Value,2716.82752451541,Value Footnotes
Country or Area,Congo,Year,2014,Value,4700.52812635164,Value Footnotes
Country or Area,Costa Rica,Year,2014,Value,15622.930477768,Value Footnotes
Country or Area,Croatia,Year,2014,Value,22062.0729518503,Value Footnotes
Country or Area,Cura̤ao,Year,2014,Value,25379.297699527,Value Footnotes
Country or Area,Cyprus,Year,2014,Value,30042.8271061311,Value Footnotes
Country or Area,Czech Republic,Year,2014,Value,32263.3157548997,Value Footnotes
Country or Area,Dem. Rep. Korea,Year,2014,Value,1700,Value Footnotes
Country or Area,Dem. Rep. Congo,Year,2014,Value,849.760795523223,Value Footnotes
Country or Area,Denmark,Year,2014,Value,47901.4473627066,Value Footnotes
Country or Area,Djibouti,Year,2014,Value,4289.08674752945,Value Footnotes
Country or Area,Dominican Republic,Year,2014,Value,13475.016470179,Value Footnotes
Country or Area,Ecuador,Year,2014,Value,11713.1715024724,Value Footnotes
Country or Area,Egypt,Year,2014,Value,10895.9448542272,Value Footnotes
Country or Area,El Salvador,Year,2014,Value,7233.19062513914,Value Footnotes
Country or Area,Equatorial Guinea,Year,2014,Value,33696.1264123214,Value Footnotes
Country or Area,Eritrea,Year,2014,Value,604,Value Footnotes
Country or Area,Estonia,Year,2014,Value,29135.7043979166,Value Footnotes
Country or Area,Ethiopia,Year,2014,Value,1513.70384138763,Value Footnotes
Country or Area,Fiji,Year,2014,Value,11346.867211153,Value Footnotes
Country or Area,Finland,Year,2014,Value,41757.4021894413,Value Footnotes
Country or Area,France,Year,2014,Value,40144.0268283679,Value Footnotes
Country or Area,Gabon,Year,2014,Value,15370.9761530686,Value Footnotes
Country or Area,Gambia,Year,2014,Value,600,Value Footnotes
Country or Area,Georgia,Year,2014,Value,11575.547210705,Value Footnotes
Country or Area,Germany,Year,2014,Value,47011.5510935131,Value Footnotes
Country or Area,Ghana,Year,2014,Value,5454.14389253995,Value Footnotes
Country or Area,Greece,Year,2014,Value,26838.4552283268,Value Footnotes
Country or Area,Grenada,Year,2014,Value,13041.8161057843,Value Footnotes
Country or Area,Guatemala,Year,2014,Value,7758.4931524623,Value Footnotes
Country or Area,Guinea,Year,2014,Value,1804.54214982762,Value Footnotes
Country or Area,Guinea-Bissau,Year,2014,Value,1378.23265419054,Value Footnotes
Country or Area,Guyana,Year,2014,Value,8165.72101346991,Value Footnotes
Country or Area,Haiti,Year,2014,Value,1718.93391647652,Value Footnotes
Country or Area,Honduras,Year,2014,Value,4452.58301911362,Value Footnotes
Country or Area,Hungary,Year,2014,Value,25604.9882089604,Value Footnotes
Country or Area,Iceland,Year,2014,Value,45714.7926578273,Value Footnotes
Country or Area,India,Year,2014,Value,5233.86854281857,Value Footnotes
Country or Area,Indonesia,Year,2014,Value,10278.139920209,Value Footnotes
Country or Area,Iran,Year,2014,Value,15235.7048371843,Value Footnotes
Country or Area,Iraq,Year,2014,Value,14267.0356145154,Value Footnotes
Country or Area,Ireland,Year,2014,Value,51067.9767132391,Value Footnotes
Country or Area,Israel,Year,2014,Value,34212.9444888986,Value Footnotes
Country or Area,Italy,Year,2014,Value,36194.873918843,Value Footnotes
Country or Area,Jamaica,Year,2014,Value,8544.23018569639,Value Footnotes
Country or Area,Japan,Year,2014,Value,39179.155610609,Value Footnotes
Country or Area,Jordan,Year,2014,Value,9050.62845462063,Value Footnotes
Country or Area,Kazakhstan,Year,2014,Value,24726.4728671586,Value Footnotes
Country or Area,Kenya,Year,2014,Value,3021.43312339997,Value Footnotes
Country or Area,Kiribati,Year,2014,Value,1917.62741344393,Value Footnotes
Country or Area,Kuwait,Year,2014,Value,70082.4248636737,Value Footnotes
Country or Area,Kyrgyz Republic,Year,2014,Value,4281.82407398558,Value Footnotes
Country or Area,Lao PDR,Year,2014,Value,5873.75548919659,Value Footnotes
Country or Area,Latvia,Year,2014,Value,23844.2963195406,Value Footnotes
Country or Area,Lebanon,Year,2014,Value,15026.3361375225,Value Footnotes
Country or Area,Lesotho,Year,2014,Value,2871.68456525034,Value Footnotes
Country or Area,Liberia,Year,2014,Value,1381.94025371831,Value Footnotes
Country or Area,Libya,Year,2014,Value,14303.0174902414,Value Footnotes
Country or Area,Lithuania,Year,2014,Value,28156.1858355089,Value Footnotes
Country or Area,Luxembourg,Year,2014,Value,101297.575745297,Value Footnotes
Country or Area,Madagascar,Year,2014,Value,1555.82337962072,Value Footnotes
Country or Area,Malawi,Year,2014,Value,1078.980573455,Value Footnotes
Country or Area,Malaysia,Year,2014,Value,24607.707458023,Value Footnotes
Country or Area,Maldives,Year,2014,Value,15993.168981089,Value Footnotes
Country or Area,Mali,Year,2014,Value,1915.36849066187,Value Footnotes
Country or Area,Malta,Year,2014,Value,33387.072631861,Value Footnotes
Country or Area,Mauritania,Year,2014,Value,4295.04930350073,Value Footnotes
Country or Area,Mauritius,Year,2014,Value,18488.0467911726,Value Footnotes
Country or Area,Mexico,Year,2014,Value,18045.9844632038,Value Footnotes
Country or Area,Micronesia,Year,2014,Value,3215.17462428751,Value Footnotes
Country or Area,Mongolia,Year,2014,Value,11056.3098094418,Value Footnotes
Country or Area,Montenegro,Year,2014,Value,15371.1220069385,Value Footnotes
Country or Area,Morocco,Year,2014,Value,6609.60910787755,Value Footnotes
Country or Area,Mozambique,Year,2014,Value,1139.05356940882,Value Footnotes
Country or Area,Myanmar,Year,2014,Value,4245.8070401422,Value Footnotes
Country or Area,Namibia,Year,2014,Value,10400.7695354341,Value Footnotes
Country or Area,Nepal,Year,2014,Value,2593.43837539233,Value Footnotes
Country or Area,Netherlands,Year,2014,Value,49233.2153954401,Value Footnotes
Country or Area,New Zealand,Year,2014,Value,37276.9439703148,Value Footnotes
Country or Area,Nicaragua,Year,2014,Value,4941.71653000321,Value Footnotes
Country or Area,Niger,Year,2014,Value,1137.2209111358,Value Footnotes
Country or Area,Nigeria,Year,2014,Value,5507.17039988995,Value Footnotes
Country or Area,Norway,Year,2014,Value,65892.6892787813,Value Footnotes
Country or Area,Oman,Year,2014,Value,38811.1036122975,Value Footnotes
Country or Area,Pakistan,Year,2014,Value,4238.5945208844,Value Footnotes
Country or Area,Panama,Year,2014,Value,22897.3954948458,Value Footnotes
Country or Area,Papua New Guinea,Year,2014,Value,3763.07788070281,Value Footnotes
Country or Area,Paraguay,Year,2014,Value,11425.6611376997,Value Footnotes
Country or Area,Peru,Year,2014,Value,11510.2838491968,Value Footnotes
Country or Area,Philippines,Year,2014,Value,6960.90064652275,Value Footnotes
Country or Area,Poland,Year,2014,Value,25612.257831144,Value Footnotes
Country or Area,Portugal,Year,2014,Value,28742.4403783509,Value Footnotes
Country or Area,Qatar,Year,2014,Value,129068.868132822,Value Footnotes
Country or Area,Korea,Year,2014,Value,35324.4976704773,Value Footnotes
Country or Area,Moldova,Year,2014,Value,3328,Value Footnotes
Country or Area,Romania,Year,2014,Value,20623.2624633248,Value Footnotes
Country or Area,Russia,Year,2014,Value,25761.6480209933,Value Footnotes
Country or Area,Rwanda,Year,2014,Value,1714.57211770782,Value Footnotes
Country or Area,SaintLucia,Year,2014,Value,11161,Value Footnotes
Country or Area,SaintVincent,Year,2014,Value,7475,Value Footnotes
Country or Area,Samoa,Year,2014,Value,5570.62055447959,Value Footnotes
Country or Area,Sao Tome,Year,2014,Value,1821,Value Footnotes
Country or Area,Saudi Arabia,Year,2014,Value,55725.3975573728,Value Footnotes
Country or Area,Senegal,Year,2014,Value,2830.69910610579,Value Footnotes
Country or Area,Serbia,Year,2014,Value,14659.5491112879,Value Footnotes
Country or Area,Seychelles,Year,2014,Value,23889.7837335669,Value Footnotes
Country or Area,Sierra Leone,Year,2014,Value,1787.64912981469,Value Footnotes
Country or Area,Singapore,Year,2014,Value,84423.1913432675,Value Footnotes
Country or Area,Slovak Republic,Year,2014,Value,28991.5658308395,Value Footnotes
Country or Area,Slovenia,Year,2014,Value,30870.0236667425,Value Footnotes
Country or Area,Solomon Islands,Year,2014,Value,2216.26505321992,Value Footnotes
Country or Area,Somalia,Year,2014,Value,476,Value Footnotes
Country or Area,South Africa,Year,2014,Value,12520.7137484229,Value Footnotes
Country or Area,South Sudan,Year,2014,Value,1495.50961245544,Value Footnotes
Country or Area,Spain,Year,2014,Value,33525.7406299089,Value Footnotes
Country or Area,Sri Lanka,Year,2014,Value,11256.8560497537,Value Footnotes
Country or Area,Sudan,Year,2014,Value,4734.83304626744,Value Footnotes
Country or Area,Suriname,Year,2014,Value,17261.2315754057,Value Footnotes
Country or Area,Suriname,Year,2014,Value,17261.2315754057,Value Footnotes
Country or Area,Sweden,Year,2014,Value,47184.6691338182,Value Footnotes
Country or Area,Switzerland,Year,2014,Value,61902.1624060426,Value Footnotes
Country or Area,Syria,Year,2014,Value,2303.09,Value Footnotes
Country or Area,Tajikistan,Year,2014,Value,3303.09619566776,Value Footnotes
Country or Area,Thailand,Year,2014,Value,15480.2113516243,Value Footnotes
Country or Area,Macedonia,Year,2014,Value,6022.3,Value Footnotes
Country or Area,Timor-Leste,Year,2014,Value,2721.05649679601,Value Footnotes
Country or Area,Togo,Year,2014,Value,1328.38029110688,Value Footnotes
Country or Area,Tonga,Year,2014,Value,5567.03541123729,Value Footnotes
Country or Area,Trinidad and Tobago,Year,2014,Value,29698.4609464962,Value Footnotes
Country or Area,Tunisia,Year,2014,Value,10446.0513898228,Value Footnotes
Country or Area,Turkey,Year,2014,Value,23967.1180280144,Value Footnotes
Country or Area,Turkmenistan,Year,2014,Value,13490.9871640811,Value Footnotes
Country or Area,Uganda,Year,2014,Value,2071.44901246505,Value Footnotes
Country or Area,Ukraine,Year,2014,Value,10743.5863638157,Value Footnotes
Country or Area,United Arab Emirates,Year,2014,Value,73619.1005840251,Value Footnotes
Country or Area,United Kingdom,Year,2014,Value,41265.9380854536,Value Footnotes
Country or Area,Tanzania,Year,2014,Value,1122.7255604544,Value Footnotes
Country or Area,United States,Year,2014,Value,55047.7255604544,Value Footnotes
Country or Area,Uruguay,Year,2014,Value,20093.653610821,Value Footnotes
Country or Area,Uzbekistan,Year,2014,Value,6158.50245912758,Value Footnotes
Country or Area,Vanuatu,Year,2014,Value,2997.1620693403,Value Footnotes
Country or Area,Venezuela,Year,2014,Value,16044.26,Value Footnotes
Country or Area,Vietnam,Year,2014,Value,5745.15858506426,Value Footnotes
Country or Area,Yemen,Year,2014,Value,774,Value Footnotes
Country or Area,Zambia,Year,2014,Value,3539.43499618542,Value Footnotes
Country or Area,Zimbabwe,Year,2014,Value,2612.46153012769,Value Footnotes
